Car Name,Car Link,Price,Make,Model,YOM,Mileage (km),Gear,Fuel Type,Options,Engine (cc)
Toyota Allion 260 2007 Car,https://riyasewana.com/buy/toyota-allion-260-sale-kuliyapitiya-7524912,"Rs. 7,650,000",Toyota,Allion 260,2007,155000,Automatic,Petrol,"AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW",1500
Suzuki ALTO 800 2010 Car,https://riyasewana.com/buy/suzuki-alto-800-sale-galle-7524910,"Rs. 2,250,000",Suzuki,ALTO 800,2010,120000,Automatic,Petrol,"AIR CONDITION, POWER STEERING",800
Toyota Axio 2008 Car,https://riyasewana.com/buy/toyota-axio-sale-galle-7524907,"Rs. 6,975,000",Toyota,Axio,2008,152265,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1490
Mazda Bj3p 2000 Car,https://riyasewana.com/buy/mazda-bj3p-sale-kaduwela-7524894,"Rs. 2,360,000",Mazda,Bj3p,2000,210000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Mitsubishi Mirage Spots 1999 Car,https://riyasewana.com/buy/mitsubishi-mirage-spots-sale-minuwangoda-7524892,"Rs. 3,185,000",Mitsubishi,Mirage Sport,1999,165000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Toyota Vitz 2008 Car,https://riyasewana.com/buy/toyota-vitz-sale-kuliyapitiya-7524891,Negotiable,Toyota,Vitz,2008,166000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Nissan Dayz 2016 Car,https://riyasewana.com/buy/nissan-dayz-sale-malabe-7524890,"Rs. 5,290,000",Nissan,Dayz,2016,45421,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Toyota Tercel 1996 Car,https://riyasewana.com/buy/toyota-tercel-sale-ja-ela-7524889,"Rs. 1,635,000",Toyota,Tercel,1996,22574,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR",1300
Austin Mini Cooper 1973 Car,https://riyasewana.com/buy/austin-mini-cooper-sale-boralesgamuwa-7524888,"Rs. 2,775,000",Austin,Mini Cooper,1973,82000,Automatic,Petrol,AIR CONDITION,1300
Nissan Beetle Nissan 2002 Car,https://riyasewana.com/buy/nissan-beetle-nissan-sale-kurunegala-7524886,"Rs. 2,895,000",Nissan,March,2002,74000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1300
Nissan March AK12 2002 Car,https://riyasewana.com/buy/nissan-march-ak12-sale-kurunegala-7524885,"Rs. 2,850,000",Nissan,March AK12,2002,90250,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Suzuki CELERIO 2015 Car,https://riyasewana.com/buy/suzuki-celerio-sale-colombo-7524884,"Rs. 3,985,000",Suzuki,CELERIO,2015,106000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR",996
Suzuki Alto Japan 2004 Car,https://riyasewana.com/buy/suzuki-alto-japan-sale-kandy-7524883,"Rs. 2,975,000",Suzuki,Alto Japan,2004,109000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",650
Toyota COROLLA 121 2004 Car,https://riyasewana.com/buy/toyota-corolla-121-sale-malabe-7524876,Negotiable,Toyota,COROLLA 121,2004,160218,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Nissan FB15 2003 Car,https://riyasewana.com/buy/nissan-fb15-sale-gampaha-7524874,"Rs. 3,600,000",Nissan,FB15,2003,127000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Axio 2015 Car,https://riyasewana.com/buy/toyota-axio-sale-hambantota-7524872,Negotiable,Toyota,Axio,2015,75000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota VITZ LED 2016 Car,https://riyasewana.com/buy/toyota-vitz-led-sale-wennappuwa-7524868,"Rs. 7,385,000",Toyota,VITZ LED,2016,70000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Nissan FB12 1989 Car,https://riyasewana.com/buy/nissan-fb12-sale-kurunegala-7524863,"Rs. 1,375,000",Nissan,FB12,1989,555,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR",1500
Daihatsu Charade 2005 Car,https://riyasewana.com/buy/daihatsu-charade-sale-kurunegala-7524860,"Rs. 2,250,000",Daihatsu,Charade,2005,141000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Suzuki A-Star 2010 Car,https://riyasewana.com/buy/suzuki-a-star-sale-malabe-7524856,"Rs. 3,290,000",Suzuki,A-Star,2010,85000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",998
Suzuki Wagon R Stingray 2018 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-7524853,"Rs. 6,495,000",Suzuki,Wagon R Stingray,2018,56500,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",660
Toyota 121 X 2002 Car,https://riyasewana.com/buy/toyota-121-x-sale-homagama-7524852,"Rs. 4,950,000",Toyota,121 X,2002,170900,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Starlet EP91 1996 Car,https://riyasewana.com/buy/toyota-starlet-ep91-sale-kurunegala-7524850,"Rs. 3,280,000 (Ongoing Lease)",Toyota,Starlet EP91,1996,155000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1330
Toyota Premio G SUPERIOR 2012 Car,https://riyasewana.com/buy/toyota-premio-g-sale-nugegoda-7524849,"Rs. 11,290,000",Toyota,Premio G SUPERIOR,2012,142000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Suzuki A-Star 2011 Car,https://riyasewana.com/buy/suzuki-a-star-sale-malabe-7524846,"Rs. 3,190,000",Suzuki,A-Star,2011,132538,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",998
Kia Rio 2003 Car,https://riyasewana.com/buy/kia-rio-sale-colombo-7524844,"Rs. 2,190,000",Kia,Rio,2003,110000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Morris Marina 1974 Car,https://riyasewana.com/buy/morris-marina-sale-gampaha-7524840,"Rs. 575,000",Morris,Marina,1974,56000,Manual,Petrol,-,1300
Toyota Corolla 110 1997 Car,https://riyasewana.com/buy/toyota-corolla-110-sale-colombo-7524838,"Rs. 2,985,000",Toyota,Corolla 110,1997,197000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR",1330
Suzuki ESTILO ZEN 2008 Car,https://riyasewana.com/buy/suzuki-estilo-zen-sale-malabe-7524837,"Rs. 2,590,000",Suzuki,ESTILO ZEN,2008,82200,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1061
Nissan Sunny B 12 1989 Car,https://riyasewana.com/buy/nissan-sunny-b-sale-kegalle-7524834,"Rs. 1,225,000",Nissan,Sunny B12,1989,244800,Manual,Petrol,POWER STEERING,1300
Mercedes-Benz - C230 SPORT 2006 Car,https://riyasewana.com/buy/mercedes-benz---c230-sale-malabe-7524833,Negotiable,Mercedes-Benz,- C230 SPORT,2006,141949,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2496
Toyota Ist 2003 Car,https://riyasewana.com/buy/toyota-ist-sale-gampaha-7524831,"Rs. 4,025,000",Toyota,Ist,2003,215000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1499
Suzuki Wagon R FZ 2014 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-malabe-7524828,"Rs. 4,990,000",Suzuki,Wagon R FZ,2014,71000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Toyota Sprinter 1993 Car,https://riyasewana.com/buy/toyota-sprinter-sale-colombo-7524827,"Rs. 2,555,000",Toyota,Sprinter,1993,143000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR",1970
Nissan Sunny Super Saloon N17 2007 Car,https://riyasewana.com/buy/nissan-sunny-super-sale-pannipitiya-7524821,"Rs. 4,875,000",Nissan,Sunny Super Saloon N17,2007,155000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Nissan SUNNY SB14 1998 Car,https://riyasewana.com/buy/nissan-sunny-sb14-sale-malabe-7524817,"Rs. 2,375,000",Nissan,SUNNY SB14,1998,144279,Automatic,Diesel,AIR CONDITION,1970
Suzuki Wagon R Stingray 2018 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-malabe-7524816,"Rs. 6,290,000",Suzuki,Wagon R Stingray,2018,57702,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",650
Toyota Premio G Superior 2017 Car,https://riyasewana.com/buy/toyota-premio-g-sale-kadawatha-7524815,"Rs. 16,500,000",Toyota,Premio G Superior,2017,65400,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1490
Honda Fit 2010 Car,https://riyasewana.com/buy/honda-fit-sale-pannipitiya-7524814,"Rs. 5,375,000",Honda,Fit,2010,104000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1330
Suzuki Alto 2015 Car,https://riyasewana.com/buy/suzuki-alto-sale-katunayake-7524806,"Rs. 3,075,000",Suzuki,Alto,2015,81000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",800
Toyota Axio 141 2011 Car,https://riyasewana.com/buy/toyota-axio-141-sale-kurunegala-7524800,"Rs. 7,575,000",Toyota,Axio 141,2011,112000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota AXIO WXB 2017 Car,https://riyasewana.com/buy/toyota-axio-wxb-sale-colombo-7524797,Negotiable,Toyota,AXIO WXB,2017,83317,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1490
Micro Panda CAV 2017 Car,https://riyasewana.com/buy/micro-panda-cav-sale-nugegoda-7524794,"Rs. 3,150,000",Micro,Panda CAV,2017,16500,Automatic,Petrol,"AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW",998
Toyota Aqua 2012 Car,https://riyasewana.com/buy/toyota-aqua-sale-beruwala-7524793,"Rs. 6,575,000",Toyota,Aqua,2012,96000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Suzuki Alto Japan 2003 Car,https://riyasewana.com/buy/suzuki-alto-japan-sale-kurunegala-7524781,"Rs. 2,950,000",Suzuki,Alto Japan,2003,124000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Suzuki Alto 2016 Car,https://riyasewana.com/buy/suzuki-alto-sale-kotte-7524779,"Rs. 4,795,000",Suzuki,Alto,2016,48500,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",660
Toyota AQUA 2013 Car,https://riyasewana.com/buy/toyota-aqua-sale-colombo-7524776,"Rs. 6,375,000",Toyota,AQUA,2013,105000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR",1490
Nissan Doctor Sunny 1993 Car,https://riyasewana.com/buy/nissan-doctor-sunny-sale-mirigama-7524770,"Rs. 1,275,000",Nissan,Doctor Sunny,1993,135000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan March 1998 Car,https://riyasewana.com/buy/nissan-march-sale-kadawatha-7524765,"Rs. 2,295,000",Nissan,March,1998,135000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",990
Suzuki Wagon R FZ 2017 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-malabe-7524759,"Rs. 5,690,000",Suzuki,Wagon R FZ,2017,62000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Nissan FB13 1990 Car,https://riyasewana.com/buy/nissan-fb13-sale-kurunegala-7524756,Negotiable,Nissan,FB13,1990,182582,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR",1500
Nissan B211 1976 Car,https://riyasewana.com/buy/nissan-b211-sale-ja-ela-7524753,"Rs. 650,000",Nissan,B211,1976,-,Manual,Petrol,-,1200
Suzuki MARUTI ZEN 2005 Car,https://riyasewana.com/buy/suzuki-maruti-zen-sale-colombo-7524751,"Rs. 2,065,000",Suzuki,MARUTI ZEN,2005,142000,Manual,Petrol,AIR CONDITION,993
Toyota Axio 2010 Car,https://riyasewana.com/buy/toyota-axio-sale-matara-7524749,"Rs. 7,450,000",Toyota,Axio,2010,113000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Renault KWID 2016 Car,https://riyasewana.com/buy/renault-kwid-sale-malabe-7524747,"Rs. 3,090,000",Renault,KWID,2016,35000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",800
Nissan Cedric 2000 Car,https://riyasewana.com/buy/nissan-cedric-sale-piliyandala-7524745,"Rs. 4,800,000",Nissan,Cedric,2000,110000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2500
Perodua Viva Elite 2011 Car,https://riyasewana.com/buy/perodua-viva-elite-sale-matara-7524736,"Rs. 3,875,000",Perodua,Viva Elite,2011,112000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Suzuki Alto Sport 2017 Car,https://riyasewana.com/buy/suzuki-alto-sport-sale-anuradapura-7524734,"Rs. 3,350,000",Suzuki,Alto Sport,2017,81000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",800
Perodua VIVA ELITE 2010 Car,https://riyasewana.com/buy/perodua-viva-elite-sale-colombo-7524733,"Rs. 3,690,000",Perodua,VIVA ELITE,2010,173426,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Renault KWID 2016 Car,https://riyasewana.com/buy/renault-kwid-sale-malabe-7524732,"Rs. 2,990,000",Renault,KWID,2016,107734,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",800
Suzuki BALENO Japan 2003 Car,https://riyasewana.com/buy/suzuki-baleno-japan-sale-matara-7524730,"Rs. 1,875,000",Suzuki,BALENO,2003,-,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",-
Ford Laserohi Asedan 1988 Car,https://riyasewana.com/buy/ford-laserohi-asedan-sale-bandaragama-7524729,"Rs. 1,875,000",Ford,Laser Sedan,1988,87675,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1600
Suzuki Spacia 2017 Car,https://riyasewana.com/buy/suzuki-spacia-sale-panadura-7524720,"Rs. 4,900,000",Suzuki,Spacia,2017,70000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Renault KWID 2016 Car,https://riyasewana.com/buy/renault-kwid-sale-malabe-7524719,"Rs. 3,090,000",Renault,KWID,2016,61650,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",800
Nissan Moco 2003 Car,https://riyasewana.com/buy/nissan-moco-sale-kadawatha-7524718,"Rs. 2,795,000",Nissan,Moco,2003,120000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Toyota Premio G Superior 2007 Car,https://riyasewana.com/buy/toyota-premio-g-sale-galle-7524715,"Rs. 8,400,000",Toyota,Premio G Superior,2007,104600,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1790
Nissan Sb14 Super Saloon 1996 Car,https://riyasewana.com/buy/nissan-sb14-super-sale-gampaha-7524711,Negotiable,Nissan,Sb14 Super Saloon,1996,-,Automatic,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2000
Renault KWID 2016 Car,https://riyasewana.com/buy/renault-kwid-sale-malabe-7524704,"Rs. 3,190,000",Renault,KWID,2016,61000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",800
Suzuki DAAMH55S Wagon R 2018 Car,https://riyasewana.com/buy/suzuki-daamh55s-wagon-sale-anuradapura-7524703,"Rs. 6,125,000",Suzuki,Wagon R FZ,2018,73500,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Suzuki Wagon R Stingray 2018 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-7524695,Negotiable,Suzuki,Wagon R Stingray,2018,75000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",660
Renault KWID 2016 Car,https://riyasewana.com/buy/renault-kwid-sale-malabe-7524692,"Rs. 2,990,000",Renault,KWID,2016,109680,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",800
Nissan FB14 1997 Car,https://riyasewana.com/buy/nissan-fb14-sale-boralesgamuwa-7524690,"Rs. 2,725,000",Nissan,FB14,1997,165000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Hyundai SONATA 2000 Car,https://riyasewana.com/buy/hyundai-sonata-sale-kadawatha-7524687,"Rs. 1,495,000",Hyundai,SONATA,2000,100000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Suzuki MARUTI ZEN 2005 Car,https://riyasewana.com/buy/suzuki-maruti-zen-sale-colombo-7524685,"Rs. 2,055,000",Suzuki,MARUTI ZEN,2005,122000,Manual,Petrol,AIR CONDITION,993
Nissan FB14 Super Saloon 1997 Car,https://riyasewana.com/buy/nissan-fb14-super-sale-galle-7524683,Negotiable,Nissan,FB14 Super Saloon,1997,195000,Automatic,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1970
Toyota PREMIO G SUPERIOR 2011 Car,https://riyasewana.com/buy/toyota-premio-g-sale-boralesgamuwa-7524677,"Rs. 9,675,000",Toyota,PREMIO G SUPERIOR,2011,134000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Allion 260 2007 Car,https://riyasewana.com/buy/toyota-allion-260-sale-nugegoda-7524676,"Rs. 7,850,000",Toyota,Allion 260,2007,132000,Automatic,Petrol,-,15000
Isuzu Gemini 1992 Car,https://riyasewana.com/buy/isuzu-gemini-sale-haputale-7524675,"Rs. 1,150,000",Isuzu,Gemini,1992,260000,Manual,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan N17 2011 Car,https://riyasewana.com/buy/nissan-n17-sale-ja-ela-7524674,"Rs. 5,450,000",Nissan,N17,2011,147000,Automatic,Petrol,"AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW",1600
Honda Insight 2009 Car,https://riyasewana.com/buy/honda-insight-sale-malabe-7524670,"Rs. 5,875,000",Honda,Insight,2009,158795,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1330
Suzuki Wagon R 2014 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-7524666,"Rs. 4,885,000",Suzuki,Wagon R,2014,83000,Automatic,Petrol,"AIR CONDITION, POWER STEERING",650
Suzuki Wagon R FZ 2016 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-7524663,"Rs. 4,890,000",Suzuki,Wagon R FZ,2016,68200,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",660
Toyota Aqua GS 2014 Car,https://riyasewana.com/buy/toyota-aqua-gs-sale-colombo-7524659,Negotiable,Toyota,Aqua GS,2014,109000,Automatic,Hybrid,"AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW",1500
Suzuki LianaJapan 2003 Car,https://riyasewana.com/buy/suzuki-lianajapan-sale-ambalangoda-7524655,"Rs. 2,725,000",Suzuki,LianaJapan,2003,185000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Suzuki Alto Japan 2018 Car,https://riyasewana.com/buy/suzuki-alto-japan-sale-mirigama-7524653,Negotiable,Suzuki,Alto Japan,2018,25000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Toyota Corolla EE 103 Elephant Back Wagon 1995 Car,https://riyasewana.com/buy/toyota-corolla-ee-sale-kandy-7524651,"Rs. 1,975,000",Toyota,Corolla EE 103 Elephant Back Wagon,1995,213000,Manual,Petrol,"AIR CONDITION, POWER MIRROR",1500
Hyundai EON 2015 Car,https://riyasewana.com/buy/hyundai-eon-sale-malabe-7524650,"Rs. 3,490,000",Hyundai,EON,2015,42140,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",814
Ford Prefect Classics E 100 1957 Car,https://riyasewana.com/buy/ford-prefect-classics-sale-gampaha-7524647,"Rs. 1,450,000",Ford,Prefect Classics E 100,1957,-,Manual,Petrol,-,1172
Micro Panda 2013 Car,https://riyasewana.com/buy/micro-panda-sale-colombo-7524645,"Rs. 2,295,000",Micro,Panda,2013,68000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR",998
Honda Grace EX 2014 Car,https://riyasewana.com/buy/honda-grace-ex-sale-anuradapura-7524640,Negotiable,Honda,Grace EX,2014,94000,Automatic,Petrol,"AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW",1500
Chery 0.8 QQ 2006 Car,https://riyasewana.com/buy/chery-0-8-qq-sale-gampaha-7524635,"Rs. 1,050,000",Chery,0.8 QQ,2006,2,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",800
Micro Panda 2016 Car,https://riyasewana.com/buy/micro-panda-sale-kurunegala-7524629,"Rs. 2,595,000",Micro,Panda,2016,36965,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Suzuki Wagon R Stingray 2014 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-matara-7524626,"Rs. 4,950,000",Suzuki,Wagon R Stingray,2014,114000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Daihatsu A35 1985 Car,https://riyasewana.com/buy/daihatsu-a35-sale-colombo-7524622,"Rs. 875,000",Daihatsu,A35,1985,360000,Manual,Petrol,AIR CONDITION,1290
Suzuki Maruti 2004 Car,https://riyasewana.com/buy/suzuki-maruti-sale-ja-ela-7524621,"Rs. 1,295,000",Suzuki,Maruti,2004,75000,Manual,Petrol,AIR CONDITION,800
Honda GP 2013 Car,https://riyasewana.com/buy/honda-gp-sale-anuradapura-7524613,"Rs. 6,375,000",Honda,FIT GP1,2013,78000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Tata INDICA 2006 Car,https://riyasewana.com/buy/tata-indica-sale-colombo-7524608,"Rs. 2,485,000",Tata,INDICA,2006,360000,Manual,Petrol,AIR CONDITION,1405
Micro Panda 2015 Car,https://riyasewana.com/buy/micro-panda-sale-malabe-7524603,"Rs. 2,390,000",Micro,Panda,2015,67000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1000
Isuzu Jamni Jt600 1989 Car,https://riyasewana.com/buy/isuzu-jamni-jt600-sale-kurunegala-7524599,"Rs. 870,000",Isuzu,Gemini Jt600,1989,275000,Manual,Diesel,"AIR CONDITION, POWER STEERING, POWER WINDOW",1400
Toyota AE91 Sprinter 1987 Car,https://riyasewana.com/buy/toyota-ae91-sprinter-sale-negombo-7524598,"Rs. 1,200,000",Toyota,AE91 Sprinter,1987,123,Manual,Petrol,"AIR CONDITION, POWER STEERING",1500
Toyota CORONA 1984 Car,https://riyasewana.com/buy/toyota-corona-sale-colombo-7524592,"Rs. 965,000",Toyota,CORONA,1984,265000,Manual,Petrol,AIR CONDITION,1500
Micro Baic X25 2018 Car,https://riyasewana.com/buy/micro-baic-x25-sale-warakapola-7524588,"Rs. 5,550,000",Micro,Baic X25,2018,55500,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1500
Mazda Axela 2017 Car,https://riyasewana.com/buy/mazda-axela-sale-matara-7524586,"Rs. 10,500,000",Mazda,Axela,2017,93000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2000
Micro Panda 2013 Car,https://riyasewana.com/buy/micro-panda-sale-piliyandala-7524585,"Rs. 2,395,000",Micro,Panda,2013,62000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Nissan FB15 2000 Car,https://riyasewana.com/buy/nissan-fb15-sale-hanwella-7524581,"Rs. 3,175,000",Nissan,FB15,2000,216535,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Suzuki Alto 800 2015 Car,https://riyasewana.com/buy/suzuki-alto-800-sale-malabe-7524579,Negotiable,Suzuki,Alto 800,2015,40000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",800
Micro PANDA 2015 Car,https://riyasewana.com/buy/micro-panda-sale-malabe-7524578,"Rs. 2,495,000",Micro,PANDA,2015,73000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Toyota Premio 2010 Car,https://riyasewana.com/buy/toyota-premio-sale-kuliyapitiya-7524577,"Rs. 9,575,000",Toyota,Premio,2010,161585,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Prius S Grade 2013 Car,https://riyasewana.com/buy/toyota-prius-s-sale-matara-7524576,"Rs. 8,650,000",Toyota,Prius S Grade,2013,137000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1800
Micro Lancer Box 1982 Car,https://riyasewana.com/buy/micro-lancer-box-sale-kottawa-7524574,"Rs. 845,000",Mitsubishi,Lancer Box,1982,67899,Manual,Petrol,-,1400
